archivo,real,predicho,confianza,n_detecciones,ms
ants-314-_jpg.rf.6276bea84e9966bbe34051ba0c2ed3a2.jpg,Ants,Ants,0.6867575645446777,1,359.10089999970296
ants-317-_jpg.rf.8bf4c1c9b25d1a863f26780622be69f8.jpg,Ants,Ants,0.619042694568634,1,647.5749999999607
ants-319-_jpg.rf.b5b8192f5a784fdb1c1aa985cb7a8e80.jpg,Ants,Beetles,0.7235146760940552,2,270.03019999983735
ants-335-_jpg.rf.fa36e89a028723c8e7407a6a06dc721b.jpg,Ants,Ants,0.5330355167388916,1,294.8175000001356
ants-354-_jpg.rf.89e99dad9ce62878a73093a9a045039a.jpg,Ants,Ants,0.7801141738891602,1,248.9453000002868
ants-364-_jpg.rf.9fbf92c7429801f149a7de3a81a1e0dc.jpg,Ants,Ants,0.6247110962867737,3,243.57299999974202
ants-37-_jpg.rf.46d02afb7d76a24990e442c0eebc6904.jpg,Ants,Ants,0.6259602904319763,2,161.6583999998511
ants-376-_jpg.rf.295db599835e57f88005a524caaf5bdc.jpg,Ants,Ants,0.6570698022842407,1,179.528499999833
ants-386-_jpg.rf.10468b18a99d26cad58a7954efcc81ec.jpg,Ants,Ants,0.5948047637939453,1,183.33819999998013
ants-389-_jpg.rf.6c2ea9859d0f6fefed619522229257a7.jpg,Ants,Ants,0.7866644859313965,5,167.79059999998935
ants-398-_jpg.rf.ff064a7ec5850f14605ca6530e7b02c2.jpg,Ants,Ants,0.7413979768753052,1,161.01409999964744
ants-401-_jpg.rf.3879be0b8a138cab0c1ef9f7d7245819.jpg,Ants,Ants,0.6977827548980713,1,160.6735000000299
ants-427-_jpg.rf.e83d52efb688f7fcc646a151c58b7b41.jpg,Ants,Earwigs,0.33177614212036133,1,163.72580000006565
ants-455-_jpg.rf.ef4e908c79575f5e0d089d71e471a18a.jpg,Ants,Ants,0.7420752048492432,1,135.6645999999273
ants-474-_jpg.rf.d68a8d2975e0e294f828ca0a84beef62.jpg,Ants,Ants,0.31948405504226685,1,156.47760000001654
ants-483-_jpg.rf.03359e8a9e306b985eddfbce8824ae42.jpg,Ants,Ants,0.6373394131660461,1,203.47420000007332
ants-53-_jpg.rf.9ace2b180bd1835de62505c5a3a9b18b.jpg,Ants,Ants,0.6486172080039978,1,232.15729999992618
ants-58-_jpg.rf.598d7f1bc585c7cbe7768c846b538e86.jpg,Ants,Ants,0.8186691403388977,1,223.32060000007914
ants-60-_jpg.rf.3c8f6f8d2824222706cf7007096e178a.jpg,Ants,Ants,0.5929102301597595,2,263.36510000010094
ants-74-_jpg.rf.8f2e4ecbb67a8cd1e600e7ca34f4d3bf.jpg,Ants,Ants,0.6398596167564392,2,242.66269999998258
ants-86-_jpg.rf.d229d620c8385adc8c8c25ff58fdddca.jpg,Ants,Ants,0.432289183139801,2,205.02859999987777
ants-89-_jpg.rf.c43ac5cb3f49e342c5700deac81ff4c2.jpg,Ants,Ants,0.4044921100139618,2,222.34060000027966
ants-93-_jpg.rf.b989bafa051d78b0bc1d86666435cd32.jpg,Ants,Ants,0.32143983244895935,1,168.6570000001666
bees-10-_jpg.rf.fbdce3be3d965219325984c83a2a1169.jpg,Beetles,Bees,0.7252654433250427,1,169.55899999993562
bees-112-_jpg.rf.24609662f0f1e1507afa138449713d73.jpg,Bees,(sin detección),0.0,0,238.09039999969173
bees-114-_jpg.rf.f11f411da6d22748c8f2fe4f314db9b8.jpg,Bees,Bees,0.5890021920204163,1,200.9651000003032
bees-119-_jpg.rf.001c0fd7e4c24a50feb62a29c46df390.jpg,Bees,Bees,0.6591870784759521,1,181.5665999997691
bees-135-_jpg.rf.d822aabe509a165197999f8158e2db16.jpg,Bees,Bees,0.6469842791557312,1,193.19279999990613
bees-14-_jpg.rf.d829d810bb31d9db7578a9f44a07cff4.jpg,Bees,Bees,0.7820531129837036,1,189.44220000003043
bees-148-_jpg.rf.5c10c1d0ca905bf37f193e33bdb7884d.jpg,Bees,Bees,0.7123313546180725,1,216.77950000002966
bees-167-_jpg.rf.8a1210de5628230b1c61f2c3ae857433.jpg,Bees,Bees,0.7585669159889221,2,278.679000000011
bees-171-_jpg.rf.856a9d6b6509ef94cb75a443f62f4fb9.jpg,Bees,Bees,0.7508411407470703,1,279.4926999999916
bees-176-_jpg.rf.361df4f8a059008ef90977bff46b3de5.jpg,Bees,Bees,0.7760413289070129,1,277.22270000003846
bees-2-_jpg.rf.b50421ee1660d323c49bf661187f4587.jpg,Bees,Bees,0.791132926940918,1,393.11069999985193
bees-200-_jpg.rf.2e6d060c11d38f2db0ff29230c080db7.jpg,Bees,Bees,0.7728788256645203,1,281.5090999997665
bees-204-_jpg.rf.5862e051139a7a3f8af1d4d3597cef50.jpg,Bees,Bees,0.7126519680023193,1,272.1566000000166
bees-213-_jpg.rf.b84a53668eb4298be41d81b270428049.jpg,Bees,Bees,0.8319014310836792,1,294.71560000001773
bees-226-_jpg.rf.4ca967845278b8975fb50d2c2286c406.jpg,Bees,Moths,0.4174724817276001,1,153.97159999974974
bees-234-_jpg.rf.380d39ffd0f4e18f586e6ef8445be09f.jpg,Bees,Beetles,0.4229675829410553,1,140.81590000023425
bees-249-_jpg.rf.46464d0c483c1403db67ddffbe3678c5.jpg,Bees,Bees,0.7451246976852417,1,139.6085999999741
bees-255-_jpg.rf.389e7a0c0ec37dead3751ffcfc2eee2f.jpg,Bees,Bees,0.8067610859870911,1,286.37979999984964
bees-261-_jpg.rf.c935e1444bf373543dd0b263e2e3d723.jpg,Bees,Bees,0.7667555809020996,1,159.35399999989386
bees-274-_jpg.rf.ae62b48132c4e19fe23e9faf671deea6.jpg,Bees,Bees,0.7508134245872498,1,223.19010000001072
bees-28-_jpg.rf.d29140a385d52db57be6db6d3967d5d5.jpg,Bees,Bees,0.668453574180603,1,205.6029000000308
bees-289-_jpg.rf.006641aedfbe5165991fb5c014707b68.jpg,Bees,Bees,0.7744166851043701,1,215.93329999996058
bees-293-_jpg.rf.c1d0a9d157c49fb93b10995f1c9fd911.jpg,Bees,Bees,0.634835422039032,1,215.98059999996622
bees-3-_jpg.rf.defc7c68e90c404d8ba9d883f036ed21.jpg,Bees,Bees,0.706510066986084,1,351.126099999874
bees-302-_jpg.rf.0af0e8144fefd6078cc4b74d238a9407.jpg,Bees,Bees,0.7087761759757996,1,274.4788999998491
bees-306-_jpg.rf.7ea8238df8662a4e5e346ed7d1d0c166.jpg,Bees,Bees,0.7327279448509216,1,158.88640000002852
bees-312-_jpg.rf.9c26ba1ea9e7c6ea336f4d035e6f2324.jpg,Bees,Bees,0.7497014403343201,2,132.53110000005108
bees-324-_jpg.rf.84f45daf0e7f8b99005b957830ee8b9a.jpg,Bees,Bees,0.689084529876709,1,144.6976999995968
bees-384-_jpg.rf.95f463485d2de9a3796b6c994614861e.jpg,Bees,Bees,0.7478225231170654,1,173.60310000003665
bees-404-_jpg.rf.a8b5167f03b10a1fe333b709cacf2f90.jpg,Bees,Bees,0.752859354019165,1,143.51540000006935
bees-417-_jpg.rf.770844be49b08d7f11707e465be5e63c.jpg,Bees,Bees,0.7276627421379089,2,166.13890000007814
bees-422-_jpg.rf.af036be92b79bc8329da62bb333964a4.jpg,Bees,Bees,0.7601799964904785,1,154.4154999996863
bees-425-_jpg.rf.ef1be2726a5eb7d75e8e308dc526303a.jpg,Bees,(sin detección),0.0,0,150.07229999991978
bees-444-_jpg.rf.904643ee9e90966013d772a45e7778a1.jpg,Bees,Bees,0.6936394572257996,1,149.88799999991897
bees-45-_jpg.rf.577411533d338154fff2c16f59cd7fe6.jpg,Bees,Bees,0.7499733567237854,1,134.38859999996566
bees-462-_jpg.rf.a3b701b21872e3ad82fabaf888f88105.jpg,Bees,Bees,0.5209112167358398,2,142.54639999990104
bees-477-_jpg.rf.91c74cfc0b3de638e6ad8f99e625fd1c.jpg,Bees,Bees,0.768806517124176,1,173.95640000040657
bees-52-_jpg.rf.ac4c91cf2514e112a22ebfc5601e89d5.jpg,Bees,Beetles,0.5511996746063232,1,148.13210000011168
bees-73-_jpg.rf.37025eb4032d0996a2c2e0fade4cba24.jpg,Bees,Bees,0.5319653749465942,1,198.74269999991157
bees-75-_jpg.rf.829b4db145e079a0cd8077940c78b8de.jpg,Bees,Bees,0.6387603282928467,1,153.35210000012012
bees-92-_jpg.rf.440b947ee6590d53a2fc25fe8e6dc4b6.jpg,Bees,Bees,0.7923684120178223,1,150.37549999988187
beetle-105-_jpg.rf.c32afee834200fcc27ecace09de89856.jpg,Beetles,Beetles,0.5336008667945862,1,155.1681999999346
beetle-120-_jpg.rf.20173f98d8473d439512560940b92422.jpg,Beetles,Beetles,0.5245959162712097,1,149.4857000002412
beetle-127-_jpg.rf.77ebf94f40f0602b566155eae29c465d.jpg,Beetles,Beetles,0.7781821489334106,1,154.53059999981633
beetle-164-_jpg.rf.7b8992d4700be9f20a2d9010549f6cc1.jpg,Beetles,Beetles,0.7765793800354004,1,131.4357999999629
beetle-170-_jpg.rf.a74a51f4841007ed9a7af31f330ab459.jpg,Beetles,Slugs,0.5458256602287292,2,148.97219999966183
beetle-177-_jpg.rf.d644ef9479f51b6ec068aa5e458e3b8e.jpg,Beetles,Beetles,0.7402321696281433,1,143.90129999992496
beetle-184-_jpg.rf.4bf3bb36d1d80ce6d9a8aac7da892c8e.jpg,Beetles,Beetles,0.5488506555557251,1,148.20270000018354
beetle-189-_jpg.rf.34568723dda6fdf488e2446b5f0ae54d.jpg,Beetles,Beetles,0.7506881356239319,1,148.4667999998237
beetle-195-_jpg.rf.cb0e10bf66f044b9f58f57c6a33a3fce.jpg,Beetles,Beetles,0.8295053839683533,1,146.994100000029
beetle-200-_jpg.rf.4f4a3af8a8ba1b55c4712166ef048f59.jpg,Beetles,(sin detección),0.0,0,154.98310000020865
beetle-210-_jpg.rf.a96cfb77487bdee60e951dce59a0502a.jpg,Beetles,Beetles,0.8036050200462341,1,177.6068000003761
beetle-225-_jpg.rf.98427712e022c309c16fa916a21390b5.jpg,Beetles,Beetles,0.8291049003601074,1,201.3928000001215
beetle-230-_jpg.rf.71e562d22549a6b2615ae44391aca7b9.jpg,Beetles,Beetles,0.7918107509613037,1,166.31839999990916
beetle-237-_jpg.rf.db73127e89b3a16ec57f8b94807e9bca.jpg,Beetles,Beetles,0.7707334160804749,1,198.17169999987527
beetle-241-_jpg.rf.99525b9192adb13883a601a4a461306f.jpg,Beetles,Beetles,0.6657683253288269,1,181.6499000001386
beetle-244-_jpg.rf.b7b6ab058c6dd6afb107cae7d5616aa0.jpg,Beetles,Beetles,0.6392375230789185,1,194.91370000014285
beetle-248-_jpg.rf.46a4e56a9c6fb93fcebf30a2930ee540.jpg,Beetles,Beetles,0.8219189047813416,1,191.47369999973307
beetle-25-_jpg.rf.6d385355563d153c53a094b5244b9b36.jpg,Beetles,Beetles,0.8176352381706238,1,181.98350000011487
beetle-266-_jpg.rf.e5209d523cde0015c4b32112f23af765.jpg,Beetles,(sin detección),0.0,0,197.08350000018982
beetle-267-_jpg.rf.4e385baf652b305272981a8d049eafee.jpg,Beetles,Wasps,0.45901110768318176,1,188.6384999997972
beetle-29-_jpg.rf.7bddfa21a8be78331d79858872fce270.jpg,Beetles,Beetles,0.8102146983146667,1,211.28630000021076
beetle-291-_jpg.rf.918d316c2ade154f975b5625e805f9b7.jpg,Beetles,Beetles,0.4969184696674347,1,159.66079999998328
beetle-303-_jpg.rf.51468b4ed2e2386003f95ae3011579ec.jpg,Beetles,Bees,0.5304771661758423,3,144.53800000001138
beetle-308-_jpg.rf.acf83240f1e20dae4cad731590ed83e2.jpg,Beetles,(sin detección),0.0,0,143.29470000029687
beetle-310-_jpg.rf.7533a8e3c3a101a9f913f1bea6311f92.jpg,Beetles,Beetles,0.4824865758419037,1,145.41129999997793
beetle-311-_jpg.rf.eb92656b25b19728346a933d84cb2b00.jpg,Beetles,(sin detección),0.0,0,150.03759999990507
beetle-323-_jpg.rf.7e7ef7fa46c327acf784e14ba8002872.jpg,Beetles,Beetles,0.7891788482666016,1,208.3238000000165
beetle-328-_jpg.rf.c1f8dcfecf4313e21449a60122c960e4.jpg,Beetles,Beetles,0.8381478786468506,1,167.2085000000152
beetle-331-_jpg.rf.92a0aa79b503fc108ae2eea047df8370.jpg,Beetles,Beetles,0.5111416578292847,1,136.21000000011918
beetle-350-_jpg.rf.f7575adcb244eceb3a667561d69e82c5.jpg,Beetles,Weevils,0.8436213731765747,1,149.43770000036238
beetle-363-_jpg.rf.47deac9250aa965b0ac2d369b83777b6.jpg,Beetles,Beetles,0.42903608083724976,1,175.67060000010315
beetle-365-_jpg.rf.efdb14f01869fb784044b70a9bd4f889.jpg,Beetles,Beetles,0.7467502355575562,1,533.5445000000618
beetle-388-_jpg.rf.2d0c284e96024d9a05f4691c7d1e543a.jpg,Beetles,Beetles,0.741665244102478,1,241.2202000000434
beetle-40-_jpg.rf.1c9440f91d4c5142d3deb968c7da7aa6.jpg,Beetles,Beetles,0.4512607455253601,1,263.0865000000995
beetle-418-_jpg.rf.02ccfdbf8d9f0f3263d010690c70af07.jpg,Beetles,Beetles,0.6063527464866638,1,263.4963999998945
beetle-49-_jpg.rf.64cf115b7a2cf5df4b2a91e7411c415e.jpg,Beetles,Beetles,0.3061217665672302,1,211.78999999983716
beetle-63-_jpg.rf.6aebb267803324a28638de05b06907d4.jpg,Beetles,Beetles,0.7375772595405579,1,193.17670000009457
beetle-64-_jpg.rf.b99969f3e06ec5a844b52ed7ccd625aa.jpg,Beetles,Beetles,0.8289509415626526,1,190.2325999999448
beetle-79-_jpg.rf.5a156947e61f0d0492ca0d855356586c.jpg,Beetles,(sin detección),0.0,0,184.11009999999806
beetle-84-_jpg.rf.77d8e5fb2de2f218a5cd6d165e95ebd4.jpg,Beetles,Beetles,0.6797582507133484,1,178.19879999979094
catterpillar-100-_jpg.rf.6308bf1bee47aa497409a7ff17c7141d.jpg,Caterpillars,Caterpillars,0.7723116278648376,1,196.29029999987324
catterpillar-101-_jpg.rf.d74e8623b0c9ddd0b23d6cabcb4e3e94.jpg,Caterpillars,(sin detección),0.0,0,181.15390000002662
catterpillar-122-_jpg.rf.8006cda4153227ebeffc5e1593490cbe.jpg,Caterpillars,(sin detección),0.0,0,189.27119999989372
catterpillar-123-_jpg.rf.da95c1a2a153bd9d1a67863212cb0521.jpg,Caterpillars,(sin detección),0.0,0,202.97260000006645
catterpillar-125-_jpg.rf.b95ad740a3eb2676dfb50643dd7976c8.jpg,Caterpillars,Caterpillars,0.765428900718689,3,188.39699999989534
catterpillar-128-_jpg.rf.b4d158742d3db26106341f560a18c69c.jpg,Caterpillars,Caterpillars,0.7960407137870789,4,210.48749999999927
catterpillar-136-_jpg.rf.21a4088dfbd8deb36def35e82297a173.jpg,Caterpillars,Caterpillars,0.7116345763206482,1,183.0629000000954
catterpillar-144-_jpg.rf.01a5f92c16ef2ffe7b80f8e90a3a1fef.jpg,Caterpillars,Snails,0.5360022783279419,3,189.38380000008692
catterpillar-16-_jpg.rf.a988be4db6128c455b35af2967fdd5a3.jpg,Caterpillars,Slugs,0.3071451783180237,1,210.06420000003345
catterpillar-168-_jpg.rf.67f8e880f5a6ea690a43054a7d28f907.jpg,Caterpillars,Caterpillars,0.734683096408844,3,201.45460000003368
catterpillar-17-_jpg.rf.d431eb89c49c05f99f828291c378775c.jpg,Caterpillars,Beetles,0.5829740762710571,1,193.0942999997569
catterpillar-186-_jpg.rf.e7cf81c533445255a29b1fe1e5048309.jpg,Caterpillars,Caterpillars,0.494880348443985,2,145.8588000000418
catterpillar-207-_jpg.rf.652e57a157c182b126dc9ce17ed8ab9f.jpg,Caterpillars,Slugs,0.7277636528015137,1,142.59780000020328
catterpillar-217-_jpg.rf.95bdadd2e618ff5654b511b554406791.jpg,Caterpillars,Caterpillars,0.6469050049781799,1,212.81709999993836
catterpillar-218-_jpg.rf.83003926c0ade000676224fc35351fec.jpg,Caterpillars,Caterpillars,0.6699437499046326,1,214.1409000000749
catterpillar-23-_jpg.rf.61f1c8431272dbb579fc0c9c44c9834b.jpg,Caterpillars,(sin detección),0.0,0,203.32069999994928
catterpillar-230-_jpg.rf.f9e387694ee7a12db407ca133fdc0de9.jpg,Caterpillars,Caterpillars,0.6236824989318848,2,182.45019999994838
catterpillar-233-_jpg.rf.fa631666fb0bb560df1786769f6f7b2d.jpg,Caterpillars,Caterpillars,0.7328923344612122,1,169.98019999982716
catterpillar-241-_jpg.rf.c5850e248ccf55952be6aa2afe3c1b1c.jpg,Caterpillars,Caterpillars,0.7436357140541077,1,260.89909999973315
catterpillar-243-_jpg.rf.ae5c34f4b76b950c2febf00622e3c5bc.jpg,Caterpillars,Caterpillars,0.704919695854187,1,171.94609999978638
catterpillar-255-_jpg.rf.10b26ea5c48e27aa43bbc48ad9a38d23.jpg,Caterpillars,Caterpillars,0.543090283870697,1,253.54460000016843
catterpillar-257-_jpg.rf.4f9a58bc09899445870596023004630c.jpg,Caterpillars,Caterpillars,0.48521217703819275,3,252.21249999958673
catterpillar-262-_jpg.rf.fbd1c3e6620ff60eb62040a3095d448d.jpg,Caterpillars,Caterpillars,0.8426823019981384,1,204.87000000002809
catterpillar-283-_jpg.rf.356e5e0fb0469dffd5f679e0e8da87da.jpg,Caterpillars,Grasshoppers,0.4898819327354431,1,218.47250000018903
catterpillar-286-_jpg.rf.d7ba8cc4f9e39bec1afcd2daaa0ab7ff.jpg,Caterpillars,Grasshoppers,0.4116145074367523,1,219.03579999980138
catterpillar-287-_jpg.rf.a0c300aea1586132c2ef9e174a78923a.jpg,Caterpillars,Caterpillars,0.8178454637527466,1,205.4798999997729
catterpillar-298-_jpg.rf.40d2ccc1feb2f5b6158ee1b0ca487aff.jpg,Moths,Beetles,0.5594042539596558,2,166.33520000004864
catterpillar-31-_jpg.rf.fd9eac28648847847125fc9c571ae0df.jpg,Caterpillars,Caterpillars,0.6878930330276489,3,142.7417999998397
catterpillar-315-_jpg.rf.043036526e7698daa3b3781196ed6bcd.jpg,Caterpillars,Caterpillars,0.38751479983329773,1,138.58810000010635
catterpillar-323-_jpg.rf.3eaa0e4ad5f0e30e078d4bc9acdac48f.jpg,Caterpillars,Beetles,0.5734854340553284,1,152.3019999999633
catterpillar-332-_jpg.rf.a9ba8325048df72543d978e6f2bf9322.jpg,Caterpillars,(sin detección),0.0,0,142.8041000003759
catterpillar-349-_jpg.rf.d919938a75029b8088f64702821478b0.jpg,Caterpillars,Caterpillars,0.6869449615478516,1,144.86770000030447
catterpillar-353-_jpg.rf.b96488b86472262e357a95d5037cf551.jpg,Moths,(sin detección),0.0,0,191.6519999999764
catterpillar-363-_jpg.rf.d18f309471da4326e3114ef785715524.jpg,Caterpillars,Caterpillars,0.7383807897567749,1,343.3172999998533
catterpillar-364-_jpg.rf.013ecf503efebcb92bd7cdee6d398c4e.jpg,Caterpillars,Caterpillars,0.7630993127822876,2,238.57270000007702
catterpillar-375-_jpg.rf.9dc266c07d14620e418a9fb4a9dc2fa2.jpg,Caterpillars,Caterpillars,0.7583504915237427,1,274.65529999972205
catterpillar-380-_jpg.rf.8549d9eb09c318b5b79798179ecd779a.jpg,Caterpillars,Caterpillars,0.7501562237739563,1,272.9663999998593
catterpillar-396-_jpg.rf.678a4eb2dac4e51423036f8e8ba53644.jpg,Caterpillars,Caterpillars,0.501853883266449,2,260.76679999960106
catterpillar-405-_jpg.rf.6d383bc689e1f3ee151a7a903aa904fe.jpg,Caterpillars,Caterpillars,0.7256091833114624,1,281.5957000002527
catterpillar-406-_jpg.rf.c08826341d3654998868399dfce524a8.jpg,Caterpillars,Caterpillars,0.7166531085968018,1,268.1354999999712
catterpillar-414-_jpg.rf.b6cc2f4c05d21dfd07751303f4d142c5.jpg,Caterpillars,Caterpillars,0.7794054746627808,1,243.74940000006973
catterpillar-421-_jpg.rf.9bfb0f71c4996e32287f73d92b5e8b3c.jpg,Caterpillars,Caterpillars,0.6430912613868713,4,185.8781999999337
catterpillar-439-_jpg.rf.7dc956de6e6b9d034da027bc51f1195a.jpg,Caterpillars,Caterpillars,0.6504021883010864,1,193.97209999988263
catterpillar-45-_jpg.rf.d650b7fabec2532bb512f74f9a676890.jpg,Caterpillars,Caterpillars,0.7550668716430664,2,225.3163999998833
catterpillar-77-_jpg.rf.b53ab2698a63c9f5f7651ae776a8d88d.jpg,Caterpillars,(sin detección),0.0,0,198.07970000010755
catterpillar-78-_jpg.rf.650081c5d871c984cc39fcbdd45c5684.jpg,Caterpillars,Caterpillars,0.7241331934928894,8,216.38020000000324
catterpillar-8-_jpg.rf.72ca83a8f4f12421d181a02188ebb6f4.jpg,Caterpillars,Caterpillars,0.6964284777641296,1,172.41899999999077
catterpillar-92-_jpg.rf.093105477476c89e915f186338890c7f.jpg,Caterpillars,Caterpillars,0.554747462272644,1,192.41860000011002
earthworms-12-_jpg.rf.201a455cbf5a552ab8f301e25407d2e8.jpg,Earthworms,Earthworms,0.4054657518863678,1,242.1543999998903
earthworms-124-_jpg.rf.18e1d2b9346907eb454db1c700cc063b.jpg,Earthworms,Earthworms,0.668865978717804,1,195.22809999989477
earthworms-125-_jpg.rf.41e737389668098ca4da381f525a77fb.jpg,Earthworms,Earthworms,0.7228971123695374,2,208.2658999997875
earthworms-135-_jpg.rf.043a9953d8e3f4e7bf6d817114cb2344.jpg,Earthworms,Earthworms,0.36602169275283813,2,235.16669999980877
earthworms-14-_jpg.rf.b493a844a466084c2a7e67b00b4d02b8.jpg,Earthworms,Earthworms,0.6208637952804565,1,226.06240000004618
earthworms-150-_jpg.rf.210f6fbb71f0ac644d3921dd239b8c92.jpg,Earthworms,Earthworms,0.6433771848678589,1,261.7288000001281
earthworms-151-_jpg.rf.f642821662264a28fcf741329e9f8f05.jpg,Earthworms,Caterpillars,0.42730677127838135,1,191.14769999987402
earthworms-154-_jpg.rf.2a68245034d4a480ae9189ad7ddd2d4f.jpg,Earthworms,(sin detección),0.0,0,169.0534999997908
earthworms-159-_jpg.rf.e293a865d58f22c007f5690cb73ba0f2.jpg,Earthworms,Earthworms,0.6280630826950073,1,188.5717999998633
earthworms-17-_jpg.rf.ffd48189117896b4e6e28d9c5974eb7b.jpg,Earthworms,Earthworms,0.338716059923172,1,169.33209999979226
earthworms-18-_jpg.rf.b0aa427ab62e788418df11254838f312.jpg,Earthworms,Earthworms,0.5029251575469971,1,157.11340000007112
earthworms-195-_jpg.rf.a4d1e170ef63482ea72fa980d1d619a9.jpg,Earthworms,Earthworms,0.7575985789299011,1,128.122600000097
earthworms-230-_jpg.rf.21f8643d1611506137cdd74e1f22b6c7.jpg,Earthworms,(sin detección),0.0,0,135.30070000024352
earthworms-233-_jpg.rf.42599bc5dc9c9c9ab50377ee7e0b0424.jpg,Earthworms,Earthworms,0.6194174885749817,1,146.20940000031624
earthworms-253-_jpg.rf.ef6d384083a2d1be880edcb20066853b.jpg,Earthworms,Earthworms,0.5598770976066589,1,169.31849999991755
earthworms-260-_jpg.rf.0dd2dd897dad89c1a16170f62e690ab7.jpg,Earthworms,Earthworms,0.6455545425415039,1,189.8324999997385
earthworms-262-_jpg.rf.1e965e366ca101ed9fa7d7333be4afc6.jpg,Earthworms,Earthworms,0.7033716440200806,1,172.0473000000311
earthworms-272-_jpg.rf.03b8e5daa36e9ca05497a5c5689ccdcd.jpg,Earthworms,Earthworms,0.5596072673797607,1,236.76320000004125
earthworms-288-_jpg.rf.9003e4b2743809af968d156b7c66321f.jpg,Earthworms,(sin detección),0.0,0,198.40519999979733
earthworms-296-_jpg.rf.7198fe226545bb4bb110d1dd046579eb.jpg,Earthworms,Earthworms,0.45717349648475647,1,214.68780000031984
